Index,Start,End,Text
453,"00:26:43,280","00:27:13,280","Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh"
454,"00:27:13,280","00:27:43,280","What? What's happened? We were playing tag and she fell into an ant lion hole. We've got to get her out quickly. Come on, moving. Nearly there is North Maiden just a bit further. Help me, sniff. Give me your hand. Hurry! Look out! It's the ant lion! Look what you're doing to my hole. I'm sorry. I'll be out soon. Stop yelling and kicking like that. You're scaring off my prey."
455,"00:27:43,280","00:28:13,280","Are you all right, Snark Maiden? I can't reach her. I don't have to have ants for lunch, you know. Don't be a woman, please. You better get in there, sniff. What? Me? Don't worry. I'll hold on to you. You're the only one tall enough, sniff. Come on. You look nice and tasty. I'll eat you and step. Good, sniff. Look, I'm getting there. You're big."
456,"00:28:13,280","00:28:21,280",Don't you call me a big whip? You gotta grab hold of me. I'll work for you.
457,"00:28:29,280","00:28:31,280",Thank you. Are you ready? Hold tight.
458,"00:28:31,280","00:28:37,280","Come on, nearly a bit."
459,"00:29:01,280","00:29:13,280","Where have you been, self-kin? That's a big secret, movement. I won't tell anyone."
460,"00:29:13,280","00:29:17,280",All right. It's the magic hat. It's on a sandbank further down the river.
461,"00:29:17,280","00:29:23,280",Gosh! But something terrible is happening. What? What is it?
462,"00:29:23,280","00:29:35,280","Oh dear, perhaps we shouldn't have thrown it in the river. It's too late now. Let's get there, Cookie."
463,"00:29:35,280","00:29:47,280",There it is. It's caught on a branch in the middle.
464,"00:29:47,280","00:29:53,280","Where? Oh, Smurfkin. I can see it. Look at the water. It's all red."
465,"00:29:53,280","00:29:57,280","Hmm. Seems to be coming from the hat. I wonder what it is, move."
466,"00:29:57,280","00:30:03,280",I'll go and get it. Be careful. Shall I come too?
467,"00:30:03,280","00:30:13,280","No, you stay there. Have you got it? Uh-huh."
468,"00:30:34,280","00:30:40,280",Wow! It's raspberry juice. What should we do with the hat?
469,"00:30:40,280","00:30:45,280","Well, I don't think it's a good idea to leave it lying around. Somebody might crawl into it."
470,"00:30:45,280","00:30:49,280","But if we put water in it, we can have as much raspberry juice as we can drink."
471,"00:30:49,280","00:30:56,280","Well, that would be nice. But you know, movement. It could only be river water that does that. You know what I mean, movement?"
472,"00:30:56,280","00:31:03,280","Well, I think it's worth experimenting."
473,"00:31:15,280","00:31:21,280","What's the matter, Mullen? You look very tired. I woke up in the night and couldn't get back to sleep."
474,"00:31:21,280","00:31:26,280",Pardon? Couldn't get back to sleep. Huh. What are you talking about?
475,"00:31:26,280","00:31:32,280",I was awake last night too. And I know why you're so tired.
476,"00:31:32,280","00:31:38,280","You must have been dreaming. Now, if you'll excuse me, I'm in a hurry. Thanks, mama."
477,"00:31:38,280","00:31:42,280","Where are you going, movement? Movement!"
478,"00:31:42,280","00:31:46,280",Somewhere you can't come. Somewhere private.
479,"00:31:46,280","00:31:49,280","So, what was that all about, huh?"
480,"00:31:49,280","00:31:54,280","Oh, nothing really important, movement, papa."
481,"00:31:54,280","00:31:56,280",I think I'll go out.
482,"00:32:04,280","00:32:09,280","Ha-ha. Nobody hides anything from little, my."
483,"00:32:09,280","00:32:16,280",Snopkin!
484,"00:32:16,280","00:32:23,280","Hey, I found out who's had it is. Who's?"
485,"00:32:23,280","00:32:25,280",The Hobgoblins. The Hobgoblins.
486,"00:32:25,280","00:32:30,280","Yeah, I asked the emulant and he told me that he saw him once long ago wearing that."
487,"00:32:30,280","00:32:33,280",I heard about the wizard who flies in the sky.
488,"00:32:33,280","00:32:38,280","Yeah, on the back of a black panther. The Hobgoblins is hundreds of years old and cares only for rubies."
489,"00:32:38,280","00:32:45,280","He rides all over the world, searching for them. He's truly awesome."
490,"00:32:45,280","00:32:48,280","And so, when he dropped his hat?"
491,"00:32:48,280","00:32:52,280",He must have been looking for some rubies right here in Moomin Valley.
492,"00:32:52,280","00:32:55,280","Do you think he's got a lot of hats, Snopkin?"
493,"00:32:55,280","00:32:57,280","Gee, I don't know."
494,"00:32:57,280","00:33:00,280","Well, do you think perhaps he doesn't know where he dropped his hat?"
495,"00:33:00,280","00:33:03,280","Yeah, I suppose that's possible."
496,"00:33:03,280","00:33:07,280","Snopkin, there's something I would like to try with the hat."
497,"00:33:07,280","00:33:14,280",Just don't put it on. Will you?
498,"00:33:14,280","00:33:19,280","He's in there somewhere. Hat lions are pretty stupid, you know."
499,"00:33:19,280","00:33:23,280","Yes, Moomin Papa told me it takes him hours to take themselves into the sand."
500,"00:33:23,280","00:33:26,280","Oh, no, it doesn't. It only takes the one hour."
501,"00:33:26,280","00:33:28,280",Only an hour? You're kidding.
502,"00:33:28,280","00:33:32,280","Well, of course, an hour is a long time to spend, digging."
503,"00:33:32,280","00:33:34,280",Are you talking about me?
504,"00:33:34,280","00:33:39,280","Yes, about how quickly you could dig yourself into a hole in the sand."
505,"00:33:39,280","00:33:42,280",A lot quicker than you think it'll take.
506,"00:33:42,280","00:33:46,280",Moomin here says it takes you only one hour to dig a hole in the sand.
507,"00:33:46,280","00:33:49,280",But I can't believe that.
508,"00:33:49,280","00:33:52,280","Snopkin says it takes several hours, but I think he's wrong."
509,"00:33:52,280","00:33:55,280",I'll show you how long.
510,"00:33:55,280","00:33:58,280","Gosh, that was rather fast."
511,"00:33:58,280","00:34:02,280","Yeah, but it's obvious he's already got a ready-made hole hidden there."
512,"00:34:02,280","00:34:05,280","Don't you, Aunt Lion."
513,"00:34:05,280","00:34:08,280","No, I do not."
514,"00:34:08,280","00:34:13,280","I can dig myself in anywhere, anywhere at all."
515,"00:34:18,280","00:34:20,280",How about here?
516,"00:34:20,280","00:34:23,280","Yeah, okay. Under this rock. All right?"
517,"00:34:23,280","00:34:25,280",Anywhere. Just show me.
518,"00:34:25,280","00:34:27,280","Okay, start from here."
519,"00:34:27,280","00:34:29,280","Yeah, just there, if you don't mind."
520,"00:34:30,280","00:34:32,280","All right, start counting."
521,"00:34:36,280","00:34:39,280","Wow, you only took a second and a half."
522,"00:34:39,280","00:34:41,280","He's really something, isn't he?"
523,"00:34:41,280","00:34:43,280",He certainly is.
524,"00:34:43,280","00:34:45,280",I'd better sit on it.
525,"00:34:45,280","00:34:48,280","Yeah, he'll be really mad."
526,"00:35:00,280","00:35:04,280",So you've caught the Aunt Lion. I've been watching.
527,"00:35:04,280","00:35:05,280",Little boy.
528,"00:35:05,280","00:35:06,280",Right.
529,"00:35:06,280","00:35:09,280",Did you follow us last night?
530,"00:35:09,280","00:35:10,280",Yes.
531,"00:35:10,280","00:35:12,280",Did you tell the others?
532,"00:35:12,280","00:35:15,280","Oh, don't be silly, you guys. I haven't said a word yet."
533,"00:35:15,280","00:35:18,280",But you will if we don't let you join in with us.
534,"00:35:18,280","00:35:20,280","That's what she's doing, Moomin."
535,"00:35:20,280","00:35:22,280","No, as if I do such a thing."
536,"00:35:22,280","00:35:26,280","Of course, I'm forgetting how nice and kind you are."
537,"00:35:27,280","00:35:29,280","Hey, what is that?"
538,"00:35:37,280","00:35:39,280","Nope, no hat anywhere."
539,"00:35:45,280","00:35:47,280",There's gallons of water.
540,"00:35:47,280","00:35:51,280","Gosh, there sure must be a lot of sand in there."
541,"00:35:51,280","00:35:54,280",He must have changed into something else by now.
542,"00:35:54,280","00:35:55,280",Probably.
543,"00:35:56,280","00:35:59,280",It must have been long enough. I'll jump off.
544,"00:36:01,280","00:36:05,280",He isn't strong enough to move the rock by himself.
545,"00:36:05,280","00:36:06,280",Shall we help him?
546,"00:36:06,280","00:36:07,280","No, don't."
547,"00:36:07,280","00:36:09,280","Come on, let's do it."
548,"00:36:13,280","00:36:15,280",What's happened to him?
549,"00:36:15,280","00:36:17,280",Let's turn it over.
550,"00:36:17,280","00:36:20,280","Oh, no, I can't look."
551,"00:36:26,280","00:36:27,280",Oh.
552,"00:36:40,280","00:36:42,280",It's a hedgehog.
553,"00:36:44,280","00:36:46,280",It's a hedgehog.
554,"00:36:46,280","00:36:48,280",It's a hedgehog.
555,"00:36:49,280","00:36:50,280",You.
556,"00:36:53,280","00:36:54,280",What?
557,"00:36:54,280","00:36:55,280",You're a hedgehog.
558,"00:36:57,280","00:36:58,280",Yeah.
559,"00:37:15,280","00:37:16,280",Moomin.
560,"00:37:19,280","00:37:21,280",I'll stop it.
561,"00:37:21,280","00:37:23,280",Don't push me a little bit.
562,"00:37:23,280","00:37:24,280",Why?
563,"00:37:24,280","00:37:25,280",Moomin.
564,"00:37:49,280","00:37:51,280",Moomin.
565,"00:37:51,280","00:37:53,280",I just saw the hobgoblin.
566,"00:37:53,280","00:37:54,280",What?
567,"00:37:54,280","00:37:56,280",It must have been him.
568,"00:37:56,280","00:37:58,280",Do you think he was looking for his hat?
569,"00:37:58,280","00:37:59,280",I'm afraid so.
570,"00:37:59,280","00:38:01,280",I hope you hit it well.
571,"00:38:01,280","00:38:02,280",The seller.
572,"00:38:03,280","00:38:05,280",Will it be safe there?
573,"00:38:06,280","00:38:09,280","Well, only little my and us two know where it is."
574,"00:38:09,280","00:38:10,280",Hmm.
575,"00:38:18,280","00:38:20,280",The red?
576,"00:38:23,280","00:38:27,280",I wonder if it's possible to change it into spaghetti.
577,"00:38:33,280","00:38:35,280",Huh?
578,"00:38:40,280","00:38:42,280",Hmm.
579,"00:38:42,280","00:38:44,280",Not exactly spaghetti.
580,"00:38:49,280","00:38:50,280",Mama!
581,"00:38:50,280","00:38:51,280",Mama!
582,"00:38:52,280","00:38:55,280",There's something I think you ought to know.
583,"00:38:55,280","00:38:56,280","What is it, dear?"
584,"00:38:56,280","00:38:59,280",There are strange things happening in the house.
585,"00:38:59,280","00:39:00,280",In the house?
586,"00:39:00,280","00:39:02,280",There's a tree in the seller.
587,"00:39:02,280","00:39:03,280",A tree?
588,"00:39:03,280","00:39:05,280",That's nice.
589,"00:39:06,280","00:39:10,280","What did you say, a real tree?"
590,"00:39:11,280","00:39:14,280","Yes, and it seems to be growing and growing."
591,"00:39:14,280","00:39:16,280","What have you done, little my?"
592,"00:39:16,280","00:39:19,280",Just dropped a bit of thread into the magic hat.
593,"00:39:19,280","00:39:21,280",But Moomin threw it away.
594,"00:39:21,280","00:39:22,280","Yeah, we did."
595,"00:39:22,280","00:39:25,280",But we sort of found it again and put it in the seller.
596,"00:39:25,280","00:39:26,280","Oh, dear."
597,"00:39:26,280","00:39:30,280",We must tell Moomin Papa before it's too late.
598,"00:39:31,280","00:39:33,280",Come in.
599,"00:39:33,280","00:39:35,280",It's not locked.
600,"00:39:39,280","00:39:41,280","Keep going, tree."
601,"00:39:41,280","00:39:43,280",You can grow as big as you like.
602,"00:39:43,280","00:39:46,280",And just tell me if you're thirsty or anything.
603,"00:39:50,280","00:39:52,280",And how about some fruit soon?
604,"00:39:52,280","00:39:54,280",I really like pears.
605,"00:39:55,280","00:39:58,280",Come in.
606,"00:39:58,280","00:40:01,280","I'm very sorry to disturb you, Papa."
607,"00:40:01,280","00:40:03,280",What is it?
608,"00:40:03,280","00:40:05,280","Well, it's not good."
609,"00:40:05,280","00:40:08,280","What do you mean, not good?"
610,"00:40:08,280","00:40:11,280",I think you'd better come down and have a look at once.
611,"00:40:11,280","00:40:15,280",So you can see for yourself what's happening before it's too late.
612,"00:40:15,280","00:40:17,280",Too late?
613,"00:40:17,280","00:40:19,280","Oh, that sounds a bit ominous."
614,"00:40:19,280","00:40:22,280","Don't worry, I'll sort it out whatever the catastrophe."
615,"00:40:25,280","00:40:27,280","Now, listen you."
616,"00:40:27,280","00:40:31,280",You leave my husband's desk alone or you'll be sorry.
617,"00:40:31,280","00:40:33,280","All right, dear."
618,"00:40:33,280","00:40:35,280",I'm coming.
619,"00:40:35,280","00:40:36,280",Oh.
620,"00:40:36,280","00:40:38,280","Well, this is definitely a catastrophe."
621,"00:40:38,280","00:40:41,280","I think you'd better get me a saw, Mama."
622,"00:40:41,280","00:40:43,280","Oh, sure."
623,"00:40:43,280","00:40:47,280","Everything's in the seller and it would be a bit difficult to get in there now, Moomin Papa."
624,"00:40:47,280","00:40:48,280",They'll never mind.
625,"00:40:48,280","00:40:50,280",We haven't got time.
626,"00:40:50,280","00:40:52,280",I'll break them by hand.
627,"00:40:55,280","00:40:57,280",Oh.
628,"00:41:09,280","00:41:11,280","Gee, look at Moomin house."
629,"00:41:11,280","00:41:12,280","Come on, Snork Maiden."
630,"00:41:12,280","00:41:14,280",This is fun.
631,"00:41:14,280","00:41:16,280","But what happened, little Mai?"
632,"00:41:16,280","00:41:18,280",I've been gardening that tall.
633,"00:41:18,280","00:41:20,280",Aren't I clever?
634,"00:41:21,280","00:41:23,280",Whoo!
635,"00:41:27,280","00:41:30,280","Well, this catastrophe is going on too long."
636,"00:41:30,280","00:41:31,280",I'm hungry.
637,"00:41:31,280","00:41:32,280",Oh.
638,"00:41:32,280","00:41:34,280","Look on the bright side, Papa."
639,"00:41:34,280","00:41:37,280",It could be a long time before we run out of firewood.
640,"00:41:37,280","00:41:38,280",There.
641,"00:41:38,280","00:41:39,280",Take that.
642,"00:41:39,280","00:41:40,280","Oh, oh."
643,"00:41:40,280","00:41:43,280",Dad will teach you to try and take over Moomin house.
644,"00:41:44,280","00:41:51,280","Papa, look at all these lovely flowers."
645,"00:41:54,280","00:41:56,280",And fruit.
646,"00:41:59,280","00:42:02,280","Papa, Papa, you must try some."
647,"00:42:02,280","00:42:05,280","Oh, they're lovely and juicy."
648,"00:42:09,280","00:42:11,280","Oh, no."
649,"00:42:11,280","00:42:14,280",Little Mai must have put something into the hat.
650,"00:42:20,280","00:42:22,280","Moomin, where are you, Moomin?"
651,"00:42:22,280","00:42:23,280",Moomin.
652,"00:42:23,280","00:42:24,280",Here I am.
653,"00:42:24,280","00:42:29,280","Oh, Moomin, I was afraid that you were inside the house."
654,"00:42:29,280","00:42:32,280","Mama, Papa, little Mai."
655,"00:42:32,280","00:42:34,280",They can't get out.
656,"00:42:34,280","00:42:36,280",We'll need some saws and axes.
657,"00:42:36,280","00:42:38,280",They must all be in the cellar and we can't get in this way.
658,"00:42:38,280","00:42:40,280",We must try and find another way.
659,"00:42:40,280","00:42:42,280","All right, I'll run and get some help."
660,"00:42:42,280","00:42:44,280","You do not have to, little one."
661,"00:42:51,280","00:42:53,280","Are you the hobgoblin, sir?"
662,"00:42:53,280","00:42:54,280",I am he.
663,"00:42:54,280","00:42:57,280",I can see that you have found my hat.
664,"00:42:57,280","00:42:58,280","Yes, sir."
665,"00:42:58,280","00:43:00,280",It was on top of the mountain.
666,"00:43:00,280","00:43:02,280",I think the...
667,"00:43:02,280","00:43:05,280",That tree seems to be doing remarkably well.
668,"00:43:06,280","00:43:08,280","However, away with thee."
669,"00:43:25,280","00:43:26,280","Oh, my God."
670,"00:43:26,280","00:43:28,280","Goodness be, I hope."
671,"00:43:28,280","00:43:30,280","Oh, my God."
672,"00:43:36,280","00:43:41,280","Oh, that really is some hat you have there, Mr. Hobgoblin."
673,"00:43:41,280","00:43:43,280","I'm sorry, I troubled you."
674,"00:43:43,280","00:43:47,280","We're just glad you came along when you did, Mr. Hobgoblin."
675,"00:43:47,280","00:43:49,280","You're most kind, madam."
676,"00:43:49,280","00:43:53,280","I don't suppose you'd have any uncommonly large rubies here, would you?"
677,"00:43:53,280","00:43:56,280",You finding my hat here must be an omen.
678,"00:43:59,280","00:44:02,280","Here you are, Mr. Hobgoblin."
679,"00:44:02,280","00:44:05,280","My husband, Moomin Papa, gave it to me."
